"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MAFK",-0.44243314856771,4.90516668954255,-5.44182737744436,4.11720213765275e-07,8.88838279433581e-07,5.0208674595437
"NAGPA",-0.451873144434373,7.03247186540426,-5.44064121764034,4.13813751083077e-07,8.93262346321898e-07,5.01590465158767
"LCN6",-0.241998836649999,4.87741403447872,-5.4402297634727,4.14542389694158e-07,8.94739498577391e-07,5.01418328900473
"PCK1",-1.06596883694479,5.2206948307766,-5.4386652527586,4.17324457106188e-07,9.00647938170893e-07,5.0076386132031
"AQP6",-0.313004460455208,5.33588767935106,-5.43863974409674,4.17369968743729e-07,9.00649853432555e-07,5.00753191329813
"C3orf14",0.937194538256247,9.39655229621277,5.43823709995221,4.18088996562939e-07,9.02105005091917e-07,5.00584773219558
"GNG5",-0.465252930425004,10.9653983203298,-5.43760944051997,4.19212270348393e-07,9.04431988502579e-07,5.0032224867532
"RSBN1L",0.627986775545833,7.86641483603191,5.4374803361556,4.1944368492411e-07,9.04834533221816e-07,5.00268251511792
"LOC101929109",0.222512474098958,4.05283425762766,5.43599869495015,4.22108447563917e-07,9.10485710931125e-07,4.99648611625536
"DPH3P1",-0.236708399268752,5.36317592165957,-5.43467718176237,4.24499208371622e-07,9.15544723505497e-07,4.99096013843874
"LOC101928809",0.178612702704168,3.54617739111702,5.43439710803216,4.25007593533746e-07,9.16543248241436e-07,4.9897890856631
"TINAG",0.529994761689585,4.65360730221277,5.43412164121014,4.25508198249038e-07,9.17524782613284e-07,4.98863732629728
"IER3IP1",0.595328218914585,7.17088022845745,5.43259625745617,4.28290747452053e-07,9.23426146333167e-07,4.98226007057232
"TRPV3",-0.328951153881251,5.83753972796809,-5.43206967476644,4.29255454009594e-07,9.25407266425512e-07,4.98005877541402
"SMTNL1",-0.440022728455208,5.50895694574468,-5.43146045849315,4.30374203143855e-07,9.2768136466363e-07,4.97751218337891
"TEX38",-0.225828304401044,4.44277930812766,-5.4314452139228,4.30402234489929e-07,9.2768136466363e-07,4.97744846129474
"SPO11",0.268821230670832,3.47994808835106,5.43076973091578,4.31646093669271e-07,9.30263012122465e-07,4.97462504627729
"LOC101927543",-0.202178533663542,4.3760147958617,-5.43054254967259,4.32065224528671e-07,9.31066883051695e-07,4.9736755050522
"EYS",0.153060730083332,3.50527874542553,5.42984490822875,4.33354810147974e-07,9.33746144252862e-07,4.97075972865221
"FAM186B",-0.335224635509375,5.02234526430851,-5.42897538769923,4.34967393616648e-07,9.37120720043211e-07,4.96712586283448
"TMEM205",0.481662579226036,9.46117944139362,5.42848124412559,4.35886434185338e-07,9.39000523125487e-07,4.96506089370489
"LOC101929460",0.274963321842709,4.86447449004255,5.42845269954949,4.35939581345266e-07,9.39014788718411e-07,4.96494161222136
"CBLN4",0.485405152983332,3.80627815093617,5.42428816398782,4.43761954957009e-07,9.55762195805925e-07,4.94754246807756
"HIST1H4I",0.367439793366668,6.31284457715957,5.42425017212462,4.43833945452525e-07,9.55815249793887e-07,4.94738377297585
"IFFO1",-0.502015847929166,7.34914145025532,-5.42410247473998,4.44113924840848e-07,9.56316157586988e-07,4.94676683454186
"CA4",0.640987014347915,5.07049208194681,5.42354206026224,4.45177837368072e-07,9.58504831619352e-07,4.94442603908783
"TUFM",0.367318837684375,5.76440069529787,5.42278501923321,4.46618999219898e-07,9.61505201200556e-07,4.94126415602744
"IAPP",0.221918577043749,4.41992993193617,5.42256565959983,4.47037442630976e-07,9.62303402796608e-07,4.94034801456238
"KDM5B",-0.592702260421873,8.99577243054255,-5.42094833781635,4.50134472239155e-07,9.68866807422722e-07,4.93359397532814
"PDPK1",1.00456121906354,7.87473934708511,5.4207213850515,4.50570745361638e-07,9.69702426277878e-07,4.93264629085942
"ABCF1",0.368399317806244,9.03730540495745,5.42029997983528,4.51381915001683e-07,9.71344619946579e-07,4.93088668853319
"NSD1",-0.308963513686456,4.93516544324468,-5.41984948901191,4.52250654284742e-07,9.73110336399674e-07,4.92900571714311
"CARD6",-0.641129429553127,6.75173895756383,-5.41973978500486,4.5246245850485e-07,9.73462296130838e-07,4.92854767343514
"ADAM22",0.74151660596875,5.82036096047872,5.41946248739681,4.52998267076483e-07,9.74511194244795e-07,4.92738990316254
"IL17F",-0.334389853633334,4.61732532144681,-5.41834756243935,4.55158863273136e-07,9.79054815884226e-07,4.92273519404113
"PRKD2",-0.49461463698854,7.54686007321277,-5.41802953190797,4.557770182961e-07,9.80280004291367e-07,4.92140753824509
"LINC00845",0.218642627881249,4.03636477630851,5.41740339459532,4.56996444200179e-07,9.82798000350795e-07,4.91879377442205
"LIPA",0.937337917033336,10.1635456850532,5.41731481271119,4.57169218623148e-07,9.83064813495738e-07,4.91842400875247
"RTL8C",-0.42462036924792,10.0413575796596,-5.41724392165716,4.57307534087023e-07,9.83257479543877e-07,4.91812809187109
"GOT1",-0.620332192193752,8.10586583588298,-5.41679273220998,4.58188810664413e-07,9.85047375973567e-07,4.91624476275464
"RAPSN",0.73047015593646,4.46876818596809,5.4166468949156,4.58474020031172e-07,9.85555559302285e-07,4.91563603475002
"SAMHD1",-1.06224973681042,8.46231414439362,-5.41608213712262,4.59580140753782e-07,9.87828112974822e-07,4.91327880500877
"HAPLN2",-0.326592172463543,4.76965551339362,-5.415452687316,4.60816046569113e-07,9.90379114887062e-07,4.91065171130249
"NDUFAF2",-0.574764729795834,8.127346974,-5.41492105154719,4.61862433377083e-07,9.92522305456736e-07,4.90843298298827
"LINC01904",0.280997565539583,4.22384437120213,5.41312642272465,4.65411913901045e-07,1.00004350668208e-06,4.90094412818338
"SH3BP5L",0.574548483843746,6.91650232205319,5.41241217522077,4.66832000087954e-07,1.00298810493668e-06,4.89796398960856
"ECEL1",0.753796215741668,6.02027905046809,5.41197511201858,4.67703073516984e-07,1.00475264851445e-06,4.89614048183549
"ART1",-0.327027920164584,5.37625926271277,-5.41191975462438,4.67813515167147e-07,1.00488294770312e-06,4.89590952618239
"LINC01924",0.29709094923125,4.0469206028617,5.41098839697039,4.69675470410849e-07,1.00877514305652e-06,4.89202401138023
"MCF2L2",0.162630587854163,3.50150390941489,5.4108284082173,4.69996047188036e-07,1.00935626946118e-06,4.89135659257861
"FTCDNL1",0.278790346240623,4.3278101607766,5.41067447357853,4.70304695393235e-07,1.00991165731691e-06,4.89071443931332
"C1orf21",-0.677462932545832,7.82542159909574,-5.40955519415535,4.7255489646142e-07,1.01463568885966e-06,4.88604554651333
"CYB5D2",-0.555512900497919,7.48630186880851,-5.40823945434747,4.75213550076882e-07,1.0202356218702e-06,4.88055780275211
"BMP2K",-0.849599084557291,5.09151589288298,-5.40790577331352,4.75890129517751e-07,1.02157950266505e-06,4.87916618364081
"SCARF1",-0.293844540240628,5.6741509067234,-5.40595180533059,4.79871023069685e-07,1.03001561827241e-06,4.87101805626986
"RSRC1",0.962231913845837,7.98926286034043,5.40409937694646,4.83675158724751e-07,1.03807057938554e-06,4.86329478922852
"LINC01788",0.1957247352,3.78471458002128,5.40392940388286,4.84025690373361e-07,1.03871244112765e-06,4.86258619631966
"ARHGAP21",-0.703516454758335,5.67843639001064,-5.40259782750417,4.86780394865516e-07,1.04451293956737e-06,4.85703545616419
"RAB33A",0.810933343628127,5.30851634459574,5.40256405391554,4.86850463443074e-07,1.04455223808563e-06,4.85689467873681
"ZNF492",0.307403362152082,3.84523965228723,5.40244323079313,4.87101210756785e-07,1.04497913868029e-06,4.8563910591807
"CMSS1",0.736117644466663,8.09080201262766,5.40001942446519,4.9215820484201e-07,1.05571570287239e-06,4.84628931495207
"CARD16",-0.814042299041666,6.1325615986383,-5.39972809233331,4.92769487200763e-07,1.05691461850935e-06,4.84507528580741
"ZBTB8OS",0.538265300443747,8.56837126017021,5.39899925262424,4.94302021260079e-07,1.06008901233579e-06,4.84203824203492
"NFIL3",-0.893186792369793,7.96934742061702,-5.39733473936764,4.97819526633734e-07,1.06751928453556e-06,4.83510310010244
"ANXA5",-0.695605594606251,11.2582707683936,-5.39135850276422,5.10651909437576e-07,1.09492058729189e-06,4.81021263046632
"TNFRSF13C",0.392574705560417,6.17575558755319,5.3907997263711,5.11868164910232e-07,1.09741185175092e-06,4.80788612567859
"VPS53",0.867038898797916,5.9227826091383,5.39071112567877,5.12061277212483e-07,1.09770926797446e-06,4.80751724220969
"SYDE2",0.316208612429166,4.06008492370213,5.39009299395322,5.13410531661246e-07,1.10048478765069e-06,4.80494377867282
"LINC02145",0.257325594218752,3.99464232192553,5.38956683560678,5.14561770047313e-07,1.10283531962036e-06,4.8027533505483
"CUTC",-0.57941222286667,7.95166335146808,-5.38939683188793,5.14934279587057e-07,1.10351651782816e-06,4.80204563931024
"SUCLG1",-0.165911584788539,3.8803272416383,-5.38933187677431,5.15076677959953e-07,1.1037044899953e-06,4.80177523974007
"TEAD3",-0.667526841328122,6.89312858155319,-5.38890327820762,5.16017243925542e-07,1.10560255139588e-06,4.79999108376777
"ZNF460",0.510981805078126,4.37980217791489,5.38820151860514,5.17560899008806e-07,1.10879223274543e-06,4.79706998454154
"CCDC127",0.434444477896875,8.73613222914894,5.38811539423481,5.17750657411941e-07,1.10908103571908e-06,4.79671150269853
"EVC",-0.308388305304167,6.15989517687234,-5.38765332327404,5.18769905518839e-07,1.11114645050268e-06,4.79478824243168
"GRK2",-0.64184071906146,6.52596656264894,-5.38667602251111,5.20932138733263e-07,1.11565931197511e-06,4.79072074917683
"DTWD1",-0.608553480012496,7.67422543056383,-5.38663776342747,5.2101696448844e-07,1.11572258825148e-06,4.79056152410794
"HAUS6",1.0021317474875,7.99200601342553,5.38338902256232,5.28269438400965e-07,1.13113325644459e-06,4.77704323889377
"LINC00470",0.399495310273961,4.5897499611383,5.38330714728611,5.28453487765088e-07,1.13140731341495e-06,4.77670260489573
"KLHL31",-0.325521733471878,4.45137403723404,-5.38317938441241,5.28740814402381e-07,1.13190240316963e-06,4.7761710655786
"LINC02525",0.456800253994792,4.1557251387766,5.38260642412188,5.30031230615357e-07,1.13454452513625e-06,4.77378742794972
"GTF2B",-0.574357273313536,8.91423513528723,-5.38256891050732,5.30115825947793e-07,1.1346052720153e-06,4.77363136797253
"PIK3R4",-0.527287772960419,7.87370583429787,-5.38204232506347,5.31304702484838e-07,1.13702924506961e-06,4.77144078661437
"GTF3C3",-0.642548663358332,8.3593513997766,-5.38172214301581,5.32028856364373e-07,1.13845827056851e-06,4.77010889352661
"ITPR1-DT",0.308331151235418,4.16861988993617,5.38091310777847,5.33862956282412e-07,1.14226185165355e-06,4.76674365684089
"PECR",-1.0311196802875,6.40036531565957,-5.37962366425675,5.36798958232536e-07,1.14842202395668e-06,4.76138068527028
"PIGH",-0.431000651394794,7.00496881094681,-5.37957934942844,5.36900141548737e-07,1.14851675218634e-06,4.76119638599552
"PTGER1",-0.3368546216625,5.29344202541489,-5.37936350362562,5.37393245809847e-07,1.1494497541522e-06,4.76029872453375
"EEF1AKMT2",-0.550987369684374,7.40737929410638,-5.37881834900462,5.38640638435372e-07,1.15199576195201e-06,4.75803161586279
"GH1",1.08126174578229,4.67125873487234,5.37749812841459,5.41673253992853e-07,1.15835889863719e-06,4.75254178333331
"ZFAND2B",0.528433483020834,7.79726478975532,5.37669248357022,5.43532070309792e-07,1.16221080358751e-06,4.74919204741043
"HMGN4",-0.708775513059377,9.18788417788298,-5.37567343899067,5.45892200539151e-07,1.16713371647052e-06,4.7449554137139
"GTPBP2",-0.376200827253126,4.92860862964894,-5.37554563123479,5.46188913521292e-07,1.16764440648239e-06,4.74442408866185
"MGC15885",0.319450753214579,4.98504571576596,5.37191006491383,5.54695542665352e-07,1.18570431451121e-06,4.72931305343492
"THEM5",-0.202274923457294,4.09571364875532,-5.37123247410609,5.56295274892427e-07,1.18899793848924e-06,4.72649728571752
"CDHR3",0.305518925403127,4.16567081031915,5.37080516647721,5.57306432448793e-07,1.19103300784773e-06,4.72472168148714
"CEACAM19",-0.377576391018749,6.93517457620213,-5.37047771621274,5.5808251074929e-07,1.19256530592408e-06,4.7233610684995
"CAMK2G",-0.479557361507291,7.05096858838298,-5.3699233076305,5.59398908268919e-07,1.19525176430146e-06,4.72105750487571
"HDAC4",-0.482171248215626,7.28503740159575,-5.36957192228805,5.60234817540421e-07,1.19691111701263e-06,4.71959756695122
"REX1BD",0.432508599853123,7.17478636257447,5.36863592693579,5.62467426150842e-07,1.20155377455572e-06,4.71570893632298
"ARPC1A",-0.5578416489125,10.2431146200106,-5.36852172974468,5.62740413721834e-07,1.20200971215449e-06,4.71523452419698
"CADM1",1.05015322903959,9.34649118195745,5.36844855467346,5.62915406402141e-07,1.20225625898565e-06,4.7149305340741
"DENND3",-0.320029274807291,5.35641491304255,-5.36793570266327,5.64143349661314e-07,1.20475137299908e-06,4.71280006249996
"SMARCD2",0.524617090203124,9.03736568953192,5.36714869847248,5.66032809448095e-07,1.2086585054053e-06,4.70953092873931
"PDXDC1",-0.387536791992708,4.87708479646809,-5.36704164505734,5.66290304315786e-07,1.2090781027121e-06,4.70908625970804
"RPL13AP17",-0.344840299524999,6.64747717688298,-5.36701719720363,5.66349124661358e-07,1.2090781027121e-06,4.70898471103358
"ZNF516",-0.513867405880211,6.21456437762766,-5.36665671560981,5.67217120558206e-07,1.2108030824142e-06,4.70748741280993
"LOC100129620",0.179923753870833,3.55858148670213,5.366192781532,5.68336134624804e-07,1.21306347347001e-06,4.7055604927493
"PITPNA-AS1",0.488059838770832,7.66599723089362,5.36528216420069,5.70538842428564e-07,1.21763619083596e-06,4.70177856119296
"IGSF11-AS1",0.138103666632293,3.48410135452128,5.3641188033574,5.73365080058226e-07,1.22353852937357e-06,4.69694744580377
"HOXD11",0.443567268967708,4.7119567682766,5.36314476409045,5.75741924416485e-07,1.22848073374542e-06,4.69290296052742
"GTF3C6",0.346345120796869,10.3213065210532,5.36208395764324,5.78341472476785e-07,1.23389703372082e-06,4.68849863952451
"GTF2IP20",0.410079830219794,6.66779700360638,5.36169871569801,5.79288364740315e-07,1.23578660454009e-06,4.68689928362778
"DGKH",-0.963400676022917,5.65374876829787,-5.35995194162738,5.83600867569469e-07,1.24468672110072e-06,4.67964821244924
"SPATA2L",0.558021724991665,7.84291080476596,5.35993992618832,5.83630640325552e-07,1.24468672110072e-06,4.67959833927383
"ZNF80",0.182358986440624,3.61423593388298,5.35993396941941,5.83645401005659e-07,1.24468672110072e-06,4.67957361419201
"PRELID1",0.459542330557289,8.06085401003192,5.35965413420132,5.84339235654942e-07,1.24603473779437e-06,4.67841210360911
"KCNE4",-0.542425581577079,4.92911566253192,-5.35956992358749,5.84548188855871e-07,1.24634862620727e-06,4.67806257739463
"RELL1",-0.536283064631242,10.4596971074681,-5.35866439270779,5.86799725721698e-07,1.25101709773329e-06,4.67430424871449
"ZBTB45",-0.355981743804166,4.28979618260638,-5.35805876959221,5.88310299720703e-07,1.25410506751827e-06,4.67179085101561
"AKIRIN1",-0.757519630523959,6.44082349018085,-5.35756039918053,5.89556213899835e-07,1.25662826751931e-06,4.66972267685875
"NDUFB7",-0.266954607984375,4.34683687434043,-5.35687148056236,5.9128274868936e-07,1.26017526048547e-06,4.66686392108762
"RORC",-0.999719602226045,6.05297815834043,-5.35682218152407,5.91406489194683e-07,1.26030589920983e-06,4.66665935596883
"NEK4",0.72268690251146,6.92575805804255,5.35640935814397,5.92443670744922e-07,1.26238287654611e-06,4.66494639524768
"NRSN2-AS1",0.302480448718751,4.15127970570213,5.35627290146891,5.92786897299444e-07,1.26298088759576e-06,4.66438020028924
"COA4",0.407013820243746,8.28867867889362,5.35589118266931,5.93748060752101e-07,1.26489519845468e-06,4.66279638865409
"FRG1HP",0.339449182651038,6.25348454504255,5.35552484203967,5.94671936906441e-07,1.26672967837284e-06,4.66127644024153
"APOBEC4",0.299907590507293,4.16252520181915,5.35496396714405,5.96089137479487e-07,1.26961450630524e-06,4.65894947629162
"GLI1",-0.39801937303021,5.58949197131915,-5.35437720871179,5.97575278697241e-07,1.27264554710841e-06,4.65651526596608
"COL19A1",-0.217214107884376,4.63494014703191,-5.3543517572338,5.97639824196376e-07,1.27264872037935e-06,4.65640968187478
"RGS14",-0.457023263406252,6.12025453608511,-5.35369215683387,5.99314967697245e-07,1.27608123146255e-06,4.65367345864636
"CLSTN2-AS1",0.220259439746876,4.19366690332979,5.35250992277101,6.02328919954707e-07,1.28236335352804e-06,4.6487696433013
"PTPRH",0.575721192220833,5.06812658084043,5.35146118373043,6.0501496059051e-07,1.2879460974157e-06,4.64442004015568
"HYKK",-0.333505149644792,5.6015642783617,-5.3512363523923,6.05592325421403e-07,1.28903922210295e-06,4.64348762058448
"C14orf119",-0.471119893721873,9.37531529353192,-5.34934195607175,6.10478585837932e-07,1.29930288916661e-06,4.635632021247
"PTBP2",0.719242838386456,7.75548560176596,5.34783990708248,6.1438026985059e-07,1.30746910442793e-06,4.62940444958384
"STK25",0.397437008792705,7.82543736769149,5.34768607992403,6.14781222676275e-07,1.30818444040857e-06,4.62876672724162
"TSR3",-0.248711786107291,4.84521085569149,-5.34753563379049,6.15173610580927e-07,1.30888140231445e-06,4.62814303114653
"LOC102724927",0.12357793209375,3.59920083796809,5.34607067532228,6.19007299349121e-07,1.31689936995502e-06,4.62207032665681
"COASY",-0.345396093739586,8.90977823653192,-5.34550398280902,6.20496557060226e-07,1.31992854249015e-06,4.61972145072648
"MNT",-0.444010826041666,4.93347826509574,-5.3451390722564,6.21457391283252e-07,1.32183312554219e-06,4.61820900870451
"MSX1",-0.808515962455206,7.73084965612766,-5.3442791963538,6.23727266195718e-07,1.32646653262999e-06,4.6146453064714
"DPY19L1",0.589533647435416,7.10871120094681,5.34426408734778,6.23767222969394e-07,1.32646653262999e-06,4.61458269088385
"CCDC173",0.360773629882289,4.05720378715957,5.34333274947108,6.26235051687491e-07,1.33157417279905e-06,4.61072317169859
"PROZ",0.333003440553119,5.71215078584043,5.34108614367256,6.32227435904283e-07,1.34417426934121e-06,4.60141458988121
"MGAT1",-0.404592058745834,8.80544060168085,-5.34052217856044,6.33740495032706e-07,1.3472492533437e-06,4.59907818790237
"MIER1",-0.693518676239584,6.10702755967021,-5.34019882583638,6.34609614582974e-07,1.34895480264646e-06,4.59773865778149
"CNNM1",0.423219266609375,5.59573551259574,5.33948628110037,6.3652893933892e-07,1.35289212117496e-06,4.59478700355472
"LACRT",-0.28310447750625,4.76886260958511,-5.33759409349823,6.41653395366948e-07,1.36356841206136e-06,4.58694980864313
"MS4A1",1.17945076644271,4.48368872126596,5.33758166006407,6.416872009988e-07,1.36356841206136e-06,4.58689831591059
