"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NEU1",-0.504042577302084,7.4552983156383,-5.58677485312474,2.20684772738166e-07,4.88171938642525e-07,5.63150897630501
"OARD1",0.530324416713544,7.40463958387234,5.58660497836786,2.20847082758832e-07,4.88433868804857e-07,5.63078853487403
"ERCC2",0.329803133164583,7.24515433606383,5.58660027080374,2.20851582357089e-07,4.88433868804857e-07,5.63076857018012
"NAXD",-0.477751373745836,9.12180420012766,-5.58646522980366,2.2098069597156e-07,4.88665869047222e-07,5.63019586736174
"ZNRF2P1",0.218391836247916,3.83413121192553,5.58512454162224,2.22266562155535e-07,4.9145552410004e-07,5.62451044750275
"MBTPS2",-0.316027550272917,5.05407114093617,-5.58461408293158,2.22758075427174e-07,4.92488359770692e-07,5.62234594006217
"CERNA1",0.219148008801041,3.8841757661383,5.58436352678809,2.22999722429731e-07,4.92968608740336e-07,5.62128353870414
"ZNF671",0.353532334073956,6.06884037718085,5.58422260411156,2.23135747268673e-07,4.93215287167193e-07,5.62068601275761
"C14orf178",-0.307548963126042,5.65658902745745,-5.5837798753678,2.23563618713137e-07,4.94106933474293e-07,5.61880884900643
"NPW",0.914193611783332,4.49944444390426,5.58373769306458,2.23604427430204e-07,4.94143015309736e-07,5.61863000054048
"AKT2",-0.379907473423958,5.01269114690426,-5.58347788092408,2.2385594050976e-07,4.94644673451772e-07,5.61752843980363
"TMEM134",-0.419945141975003,9.28173827456383,-5.58228280870805,2.25016419204047e-07,4.97154503425866e-07,5.61246186318397
"SHB",0.615571208251042,7.43326000626596,5.58188778467459,2.25401305242173e-07,4.97950365991984e-07,5.61078725665306
"HCG4B",0.260152148127085,4.2159187182234,5.58004869565374,2.2720171777913e-07,5.0187285432157e-07,5.60299168172437
"TMX2",0.453632710098956,9.75282428507447,5.579173610101,2.28063347852279e-07,5.03721005657971e-07,5.59928280328999
"GPR143",0.754940436707291,5.83810093160638,5.57843745380339,2.28790667588466e-07,5.05272135237774e-07,5.59616297672694
"TUBA1B",0.183617742822916,3.99064425062766,5.57780529157032,2.29417057756742e-07,5.06600052155835e-07,5.59348404240562
"ZFP42",0.254771010378125,4.13786011835106,5.57775532893993,2.29466635892818e-07,5.06654098263292e-07,5.59327232069138
"LCN1",-0.345926769483334,5.0481109192766,-5.57728448928495,2.29934368834373e-07,5.07631302360988e-07,5.59127713694863
"TSPYL6",0.407300091061459,4.06631154943617,5.57725117295539,2.29967500754574e-07,5.0764891914356e-07,5.5911359621756
"AGPAT1",0.75578613195,8.78339615773404,5.5768580348995,2.30358816732338e-07,5.08457130151878e-07,5.58947010928882
"LINC01137",-0.47062995717917,5.93677600314894,-5.5755360993513,2.31679424031588e-07,5.11316108827724e-07,5.58386907674502
"NDUFB9",-0.353583428587505,11.3782319096064,-5.57537370057684,2.31842171146465e-07,5.11619346189493e-07,5.5831810404505
"IFT122",0.593494054227086,7.99159830943617,5.57521794971288,2.31998361479262e-07,5.11908049604892e-07,5.58252117893221
"C11orf1",-0.818299317379164,8.29092815520213,-5.57397610702805,2.33247407423947e-07,5.14607829475025e-07,5.57726026251903
"KIF21B",0.611556674094788,5.70995331211702,5.57009494062172,2.37193776889103e-07,5.23257405066431e-07,5.56082199175786
"KCNU1",0.340426334546875,4.26928742696809,5.56988250766634,2.3741165963396e-07,5.23664666948393e-07,5.55992242163612
"LOC100130964",0.158862564391666,3.69287825829787,5.56986436066021,2.37430281288448e-07,5.23664666948393e-07,5.55984557699847
"ERCC4",0.602085806956249,5.91580814311702,5.5697354400438,2.37562615182898e-07,5.23899285646462e-07,5.55929965819644
"LINC00102",0.186911749679164,3.54535167225532,5.56906546206121,2.38251497582637e-07,5.25361081143927e-07,5.55646271629573
"MFSD1",-0.502801405744789,10.1745559673298,-5.56871215343629,2.3861556431305e-07,5.26106394421048e-07,5.55496674262381
"POP7",0.426943000525,8.86060584779787,5.56821699260855,2.39126721365196e-07,5.27175818384898e-07,5.55287022152108
"RALGAPA2",1.00798700735833,4.29671221044681,5.56810887575012,2.39238473778247e-07,5.27364582379463e-07,5.5524124650816
"LINC01351",0.400869800967707,4.16038051978723,5.56787777671539,2.3947751564677e-07,5.27833864617097e-07,5.55143402896201
"C9orf135",0.728624609365625,3.99338032518085,5.56782442330698,2.39532736092344e-07,5.27897926681783e-07,5.55120814213983
"DNAJB14",-0.749203252161459,8.42829614392553,-5.56768353627246,2.39678613358764e-07,5.2816174838082e-07,5.55061166209635
"P2RY12",-0.434444677410416,3.9843077407234,-5.56705376587854,2.40331756710173e-07,5.29489358661758e-07,5.54794546711818
"AVPR2",-0.402711625553127,4.75423302107447,-5.56705204026535,2.40333548763829e-07,5.29489358661758e-07,5.54793816177469
"GFI1B",-0.360545251787503,4.6698091461383,-5.5664029881157,2.4100852181517e-07,5.30918467124599e-07,5.54519049588669
"ZMYM4",0.436507861257292,8.06192835365957,5.56558943965899,2.41857187897048e-07,5.32729850848644e-07,5.54174668855313
"CEP126",0.833040233834374,7.53930618118085,5.56553582770622,2.41913216929239e-07,5.32795117555962e-07,5.54151975437777
"OFCC1",0.189066974404166,4.03281441230851,5.56523572138115,2.42227088720156e-07,5.334281867582e-07,5.5402494539856
"ATG14",-0.3526919076375,8.15836883081915,-5.56501157654661,2.42461775403427e-07,5.33886756815117e-07,5.53930070865501
"SH3GL1P2",-0.304895282623961,5.25350591679787,-5.56312148668301,2.44449651827346e-07,5.38205227755135e-07,5.53130123252435
"KRT16",-2.08212808625521,8.41094074772341,-5.56227131006179,2.45349019442422e-07,5.40126446270333e-07,5.5277034573501
"OSCP1",0.693667835640625,6.04215604765957,5.56170320298899,2.45951805751946e-07,5.41394404568821e-07,5.52529949879276
"TMEM255A",-1.15929580751458,5.93727828160638,-5.56135533792865,2.46321622725233e-07,5.4214932513232e-07,5.52382756102268
"CD160",0.419857973188543,4.63941800606383,5.56037731971199,2.47364284138024e-07,5.4438483772301e-07,5.51968947688607
"LINC02367",0.360527385771874,4.05226794895745,5.55994855971732,2.47822747661919e-07,5.45334334502891e-07,5.5178754707463
"LINC02504",0.919656027390624,5.68932843239362,5.55879116689109,2.49064488753254e-07,5.48007039845953e-07,5.51297910513398
"INTS12",-0.645959001421875,8.46448311380851,-5.55848424382081,2.49394802448716e-07,5.48674002378726e-07,5.51168074984652
"UBE2M",0.622817646321874,9.20955342732979,5.55842838873801,2.4945496045864e-07,5.48746535905912e-07,5.51144447389452
"EIF4E2",-0.377808397927087,8.34187909681915,-5.55787358218005,2.5005328142102e-07,5.50002765793422e-07,5.50909761869481
"ARMC2",0.354173204281249,4.24928571058511,5.55725522121589,2.50721800686568e-07,5.51413109214014e-07,5.5064820658496
"C12orf77",0.251159555939585,3.86753211318085,5.55610918232312,2.51965440133095e-07,5.5408787080042e-07,5.50163492351601
"ZNF514",-0.608763250958336,7.15831571570213,-5.55564076278282,2.52475492451103e-07,5.55149021041574e-07,5.49965390120044
"ZSCAN25",-0.380417224191667,6.1007943047234,-5.55532306930406,2.52821998636419e-07,5.55850370204666e-07,5.49831037217532
"LINC02593",0.320551285284375,4.72370375070213,5.55496384392704,2.53214365449274e-07,5.56652384039069e-07,5.49679125135069
"SARAF",-0.533936019868751,11.6763264352447,-5.55417222055599,2.54081132524453e-07,5.5849700476378e-07,5.49344374775482
"AMMECR1L",0.335559307316663,8.82977996120213,5.55410903631395,2.54150439743376e-07,5.5858851413923e-07,5.49317657372574
"LOC100130264",-0.272508849215628,4.44969323769149,-5.55259427023068,2.55817560324747e-07,5.62191400265066e-07,5.48677186081063
"LOC100996385",0.172189133845834,3.90967223957447,5.55156569469101,2.56955700560094e-07,5.64631127316753e-07,5.48242335841032
"CDC73",-0.445778974714585,7.35273781523404,-5.55059671783799,2.5803243711013e-07,5.6693541021051e-07,5.47832719585178
"JAML",-0.714760987891665,6.7746368367234,-5.54985915411943,2.58854990877052e-07,5.6868077510303e-07,5.4752095314735
"F2RL3",0.24342307736354,4.17594344238298,5.54948196988001,2.59276631922962e-07,5.69545087298776e-07,5.47361526409585
"LIN52",0.72543503867812,6.9208194427766,5.54778735951097,2.61179306029395e-07,5.73662197583118e-07,5.46645323275174
"TASOR",-0.569837220537501,8.67505243121277,-5.54683620523476,2.62253237432811e-07,5.75958334179153e-07,5.46243380152358
"CYB5R1",-0.621051864202082,10.4607162292021,-5.54672902331571,2.62374525878011e-07,5.76162012381232e-07,5.46198088927188
"THOC5",0.347133811164582,4.05795608701064,5.54560283203954,2.6365226991307e-07,5.78875333897674e-07,5.45722227935869
"LINC01539",0.36787534265,4.7927911525,5.54558944976337,2.63667489695353e-07,5.78875333897674e-07,5.45716573683276
"ATG9B",-0.331096391310418,4.35985914828723,-5.54449590018167,2.64914110623531e-07,5.8154899877254e-07,5.45254552793121
"OMP",-0.307880406701043,4.47526906946809,-5.54439942624657,2.65024365789352e-07,5.81727762341109e-07,5.45213795120121
"LINC01225",0.339673809230208,5.42569638706383,5.54392027180518,2.65572634431779e-07,5.82867820871749e-07,5.45011370461221
"SAT1",-0.646461051454164,10.1612935908404,-5.54385664542861,2.65645522037436e-07,5.82964398312664e-07,5.44984491390196
"SNCB",0.502175621783334,5.62964226821277,5.54216834338719,2.67586752158755e-07,5.87160623920435e-07,5.44271322767616
"LOC100133920",0.247964059008335,3.83107077826596,5.54198404844577,2.67799497272199e-07,5.87563567066506e-07,5.44193480031361
"AOC2",0.252242680439583,4.43396829321277,5.53932870647567,2.7088323269823e-07,5.94264813646564e-07,5.43072059807007
"SPATA41",0.315720096330209,4.07789233657447,5.53906836957813,2.71187438787736e-07,5.9486752277501e-07,5.42962127498975
"SLITRK5",0.784267284356249,5.15787493831915,5.5388071105653,2.71493059266841e-07,5.9547320312787e-07,5.42851808460521
"MT1H",-0.590273132135417,10.6521743532979,-5.53855891968393,2.71783705579111e-07,5.96045912170291e-07,5.42747010021295
"DNASE1L3",-0.805918671951042,7.33171678469149,-5.53762698068619,2.72877788921637e-07,5.98380314407367e-07,5.42353520780106
"CECR3",0.271298192078123,4.82420817980851,5.53745971783055,2.73074609935476e-07,5.98746860654829e-07,5.42282901565654
"STARD6",0.18749760234375,3.78830532197872,5.5369158407033,2.73715562351443e-07,6.00087029647967e-07,5.42053281449355
"ADAM2",0.176508819307291,3.58364825526596,5.53534809092314,2.75571404977159e-07,6.04090112594113e-07,5.41391455797781
"UBE2D3",-0.625457159666666,11.1452704728723,-5.53490180323032,2.76101956465683e-07,6.05187422605005e-07,5.41203072929026
"ALDH1A2",-0.273107219325001,4.89661472561702,-5.53436972615916,2.76735804725723e-07,6.06510885739957e-07,5.40978487575054
"CACNB4",-0.259528475881254,4.19797190279787,-5.53323750962508,2.78089335820698e-07,6.09411190539538e-07,5.40500625007267
"TMSB4X",-0.393814049500001,13.0186519975532,-5.53299220643428,2.78383443188851e-07,6.09989472791291e-07,5.40397099088971
"SPTA1",0.259169433949999,3.89687311788298,5.5318926442316,2.79705521477386e-07,6.12819858877343e-07,5.39933076934181
"ARHGAP9",0.865334497447911,7.26117151401064,5.53132528355169,2.80390104457966e-07,6.14253063961265e-07,5.39693665605314
"MCRIP2",0.587853787222915,6.82478833515957,5.53121012696453,2.80529254031351e-07,6.1449120187918e-07,5.39645074078181
"KRT81",-0.92365527518333,6.29196535128723,-5.53033319740715,2.81591116855853e-07,6.16750245415266e-07,5.39275061444384
"SCAF8",0.39653844568125,9.87157134830851,5.52985465404775,2.82172240567943e-07,6.17955982137891e-07,5.39073156981669
"LINC00494",0.370414637268754,4.82825317795745,5.52981348024933,2.82222295287222e-07,6.17998544622111e-07,5.39055785569727
"SYT12",-0.336970440281251,4.99333839624468,-5.52967315623923,2.82392951702689e-07,6.18305157758232e-07,5.38996582731633
"AGXT",-0.298627990750002,5.12474809469149,-5.52944424680711,2.82671559399384e-07,6.18848040281783e-07,5.38900007266202
"TMEM184A",0.688966094558334,6.40269760101064,5.52937888595029,2.82751160145519e-07,6.18955169763233e-07,5.38872432302673
"DNAH5",0.484192782743749,4.97228901067021,5.52815639736308,2.84244044799325e-07,6.22155683351564e-07,5.38356709725238
"CSGALNACT1",0.577809664211458,9.03242619256383,5.52797666380895,2.84464183582803e-07,6.22570008376895e-07,5.38280891727721
"CCL26",-0.327488793603125,4.45310046511702,-5.52793863386599,2.84510784325305e-07,6.2260448444515e-07,5.38264849508612
"UBIAD1",-0.871684440311461,7.0197695237766,-5.52673412703609,2.85990631028141e-07,6.2577503317877e-07,5.3775678009294
"HOTS",0.760004267816669,5.29276648380851,5.52589379612149,2.87027522395006e-07,6.27964327416155e-07,5.37402356195563
"PTPRS",-0.868942404319792,9.28523049302128,-5.52587285764963,2.87053405576051e-07,6.27964327416155e-07,5.37393525390257
"CCR10",-0.411674728021877,4.96103771492553,-5.52562126151164,2.87364596287202e-07,6.28576964003966e-07,5.37287416001354
"LHFPL2",-0.554875400375001,7.4978749956383,-5.52552180334151,2.87487703949085e-07,6.28778102384524e-07,5.37245470707339
"JPH2",-0.469630305072917,5.52330601714894,-5.52531961008651,2.87738134873706e-07,6.29257641798245e-07,5.37160199311713
"TNFRSF10A",-0.651568605373958,6.84992064989362,-5.52502610806724,2.88102039040414e-07,6.29985206278729e-07,5.37036422918449
"NOS1",-1.01058670530834,6.60648681746809,-5.5246131624754,2.88614802060471e-07,6.31038083629779e-07,5.36862280190482
"C7orf57",0.683551406708335,3.61895987389362,5.52432728330263,2.88970308310224e-07,6.3174693810932e-07,5.36741726376135
"ACAP2",-0.693212563494791,8.79291681264894,-5.5236377528074,2.89829545041814e-07,6.33556775433654e-07,5.3645096797285
"PET100",0.335834944309367,9.80278099809574,5.52335967616803,2.90176770092834e-07,6.34247103182117e-07,5.36333715012981
"TADA2B",-0.576866348442707,8.39906222669149,-5.52244308839739,2.9132417398158e-07,6.36686064263153e-07,5.35947250787187
"GPR88",1.36109190677396,4.10703070343617,5.52226677378165,2.91545398076275e-07,6.37100559698295e-07,5.35872914386021
"CPA5",-0.325509422565625,5.10788061784043,-5.52164577410549,2.92325886815033e-07,6.387369680186e-07,5.35611103005901
"DNPH1",-0.773721554545827,7.33151790178723,-5.52055213392135,2.93705387801242e-07,6.41681732192301e-07,5.35150064673123
"ARMH3",-0.439048450458335,7.94245272123404,-5.52018725168963,2.94167063541486e-07,6.42620829468321e-07,5.3499625421099
"OR7D2",0.647574867543748,4.2261423777234,5.51978682242088,2.94674535131062e-07,6.43659755687253e-07,5.34827465445504
"EFNA1",-0.556593805802079,9.11688542396809,-5.51922122920752,2.95392785223985e-07,6.45158812268768e-07,5.34589067548062
"KDR",-0.596699848335421,7.67224516715957,-5.51892145318098,2.9577416842403e-07,6.45921882850271e-07,5.34462716844077
"IFI27",-1.06134518038021,8.86924267531915,-5.51871275667179,2.96039962869266e-07,6.46432388898669e-07,5.3437475674925
"B3GALT5-AS1",0.492926750910417,5.08977409981915,5.51826267172034,2.96613985595923e-07,6.47615758468467e-07,5.34185063577626
"CLSTN1",-0.579549284246879,9.89433991352128,-5.51815264992433,2.96754469521841e-07,6.47852402202197e-07,5.34138694908891
"KLHDC7A",-0.28373911948229,5.20289950788298,-5.51765809567551,2.97386759109665e-07,6.49095828034301e-07,5.33930270956782
"CYLC1",0.299867767062502,4.05038778478723,5.51765685055706,2.97388352664776e-07,6.49095828034301e-07,5.33929746228655
"C6orf58",0.218371362533332,4.23241867354255,5.51422102002924,3.01817720028313e-07,6.58692370602448e-07,5.32482021596014
"ASB16",-0.297091883526041,6.84575684528723,-5.51406323536013,3.02022677522204e-07,6.59068407441956e-07,5.3241554842745
"IGHV1-69",0.175188033801039,3.68970483888298,5.51400769736671,3.02094852161419e-07,6.59154637964748e-07,5.32392151035683
"GLCE",0.751780819591663,7.06668170018085,5.51358604897416,3.0264335910489e-07,6.60280068837314e-07,5.32214520323033
"GALNT3",-0.877452385662499,7.2292161816383,-5.51321479019896,3.0312712452312e-07,6.61264024454187e-07,5.32058123367483
"LGMN",-0.823707245342709,9.57549299454255,-5.51294692144733,3.0347663938239e-07,6.61954934902709e-07,5.31945283988292
"NUP107",0.597556194893748,8.89674543330851,5.51212653252847,3.04549542487658e-07,6.64223407826713e-07,5.31599713700635
"FAM167B",0.368223090071874,5.27865838929787,5.5114784563485,3.05399724388612e-07,6.66005687448445e-07,5.31326744945166
"ERVH-4",0.386507504901043,4.2764665122766,5.51041978322853,3.06793558926845e-07,6.68973033688474e-07,5.30880868837026
"C4orf47",0.471328112156251,4.67761964142553,5.51039155584292,3.06830807971148e-07,6.68981980909764e-07,5.30868981051703
"SLC17A2",0.40061918106354,4.31830628764894,5.51011487327843,3.07196154977812e-07,6.69706199602202e-07,5.30752459593191
"LINC00513",0.156378223095836,3.56529323497872,5.50928454844486,3.08295124950071e-07,6.72029431565751e-07,5.30402796565488
"ZNF621",-1.03035598806458,6.64310107356383,-5.50869013751516,3.09084219850581e-07,6.73676761257481e-07,5.30152497289166
"PEMT",-0.580915167771878,8.13988549587234,-5.50865153335837,3.09135536239838e-07,6.7371585443566e-07,5.30136242024518
"ZNF778",0.34401040525,4.53691445861702,5.50844476176827,3.09410539344889e-07,6.74242379140347e-07,5.30049176571144
"HES4",0.872734864877084,7.29191882784043,5.50442761552604,3.14801137791836e-07,6.85915077626323e-07,5.28358007830408
"EIF4G3",0.65104670665729,8.46286620343617,5.50360529039485,3.15915915476281e-07,6.88269745472559e-07,5.28011897471052
"GRIK1-AS1",0.233077155395835,4.14133300862766,5.50351144996293,3.16043375228449e-07,6.88473118428039e-07,5.27972402443831
"HLA-F-AS1",-0.623463297463541,6.74600580167021,-5.50302423688038,3.16705948499465e-07,6.8984202013433e-07,5.27767352548505
"TMPRSS3",1.58964100360312,4.58128551498936,5.50083331452194,3.19702311668827e-07,6.96293488336241e-07,5.26845390280032
"CACHD1",-0.819325786743748,8.14679401712766,-5.49963075502145,3.21358761516804e-07,6.99825624049812e-07,5.26339421524486
"ARV1",-0.609596284292708,8.78867823673404,-5.49707794566902,3.24903037896467e-07,7.07467689488013e-07,5.25265533385962
"FAM169A",0.855674613661461,5.20502874382979,5.4967685854372,3.25335143537156e-07,7.08332168501663e-07,5.25135412552868
"CCL17",-0.374014483203122,5.3939963412766,-5.49639008806736,3.25864584477547e-07,7.09408360318233e-07,5.24976216903024
"HMX2",0.601888883910417,4.51192651864894,5.49521928547458,3.2750765346854e-07,7.1290843075448e-07,5.24483814211658
"ALX1",0.764550948215626,5.79082986775532,5.49475850937128,3.28156517853148e-07,7.14243826143652e-07,5.24290041143963
"GTSE1-DT",0.292582765745832,4.53453074761702,5.49473098551875,3.28195316780409e-07,7.14251248498921e-07,5.24278466630931
"GTF2IRD1",0.629179004801044,8.38368313480851,5.4945077355113,3.28510186816295e-07,7.14859417845097e-07,5.24184585162937
"C12orf74",-0.189087311687498,3.79823120781915,-5.49428241088833,3.28828283201148e-07,7.15474476050967e-07,5.2408983327095
"MIR646HG",0.560114656447916,4.61403484945745,5.49367121305142,3.29692647816572e-07,7.17277860394725e-07,5.23832826848684
"FGL1",0.345899503390625,5.6629625106383,5.49318827184551,3.30377205297555e-07,7.18689710554059e-07,5.23629762305706
"LOC389831",0.64319183605,3.89926412647872,5.49217269395646,3.31821312312462e-07,7.21753372820609e-07,5.2320276761166
"CSF1",-0.401639308093746,6.51819829169149,-5.49174891651777,3.324257335937e-07,7.22990148827763e-07,5.23024604545503
"ATXN2",0.409116734510419,7.20948424074468,5.49165789339015,3.32555697959025e-07,7.23194876835148e-07,5.22986337839061
"LOC100506489",0.188513651886458,3.7097460845,5.49157136711485,3.32679287828372e-07,7.23385699875031e-07,5.22949961941965
"GYPE",0.305319340283334,4.06827153489362,5.49135922878905,3.32982486343484e-07,7.23966985012447e-07,5.22860779627496
"RNF24",-0.512183282672916,7.50541479561702,-5.49116109278932,3.33265916732513e-07,7.2450516990654e-07,5.22777485456518
"PHF21A",0.326844581878126,4.24638900202128,5.49077915787519,3.33812936135137e-07,7.25616207863809e-07,5.22616928647856
"LOC101060553",0.270742300637501,4.18733626578723,5.49063623976646,3.34017854278232e-07,7.25983453898078e-07,5.22556850587737
"CLEC4A",-0.380702540161456,6.1887438411383,-5.48979593456417,3.3522519333216e-07,7.28529135029932e-07,5.22203630335762
"LOC285847",0.286679582640623,4.52448944918085,5.48945295883008,3.35719204842482e-07,7.2952419372694e-07,5.22059469348755
"STT3B",-0.555681723143749,9.89338140205319,-5.4884600650212,3.37153365556504e-07,7.32561780280646e-07,5.21642158345017
"PARM1",-0.861731354672919,8.09362851879787,-5.48806951448677,3.37719131072086e-07,7.33712079916889e-07,5.21478021541773
"TMEM150A",-0.329911135362499,5.22927199418085,-5.48738157955,3.38717962938077e-07,7.35802889460683e-07,5.21188917587266
"SRP54",0.452856611340625,9.39106023510638,5.48640473732702,3.40141245176705e-07,7.38815190637261e-07,5.2077843284865
"CD80",0.394762942052084,4.4483305777766,5.48598891231916,3.40748889753796e-07,7.40036539494481e-07,5.20603707996258
"ZFAS1",-0.561188149747919,10.9193983322979,-5.48596978126811,3.40776871528599e-07,7.40036539494481e-07,5.20595669515044
"SLC26A4-AS1",0.208430735603127,3.77474123982979,5.48400916980616,3.43656511102306e-07,7.46209721740489e-07,5.19771937108609
"BTN2A1",-0.411382303050003,7.70966627137234,-5.48317586765832,3.44887632069077e-07,7.48755060330161e-07,5.19421879230256
"KCNJ6",0.56518618011875,3.85113751890426,5.48315752194092,3.44914784626251e-07,7.48755060330161e-07,5.19414172776205
"CHIC2",-0.549724051710413,8.88350838555319,-5.48314046858366,3.44940026306785e-07,7.48755060330161e-07,5.1940700921364
"BGLT3",0.43789989165104,5.58772886508511,5.48223001968241,3.46290267954593e-07,7.51605170247074e-07,5.19024575894355
"LINC00896",0.330143565141667,5.4714305502234,5.48219211419659,3.46346595915546e-07,7.51646596275642e-07,5.19008654439049
"PSMA8",0.202762135397915,3.8982107147766,5.48123168349043,3.47776807204551e-07,7.54669315106919e-07,5.18605263397796
"SMIM2",0.278092180948958,3.97426300319149,5.48092635493956,3.48232694455644e-07,7.55577345968421e-07,5.18477029851026
"KIR3DL1",0.268142636327084,5.57550345553191,5.47990615724288,3.49760208834892e-07,7.58810092971581e-07,5.18048588513069
"VSTM2A",0.337618348321874,4.3019173887766,5.47876800595117,3.51472084282765e-07,7.62442076212278e-07,5.17570660263125
"VPS41",-0.727706306766668,6.42146442635106,-5.47816023572552,3.52389583325204e-07,7.64350237533862e-07,5.17315468730861
"POGZ",0.532776915165626,6.13798510342553,5.47792563767087,3.52744363778984e-07,7.65037555786722e-07,5.17216969251373
"ZNF720",-0.195743878059374,3.83418686941489,-5.4747915643998,3.57517712334273e-07,7.75306757069155e-07,5.15901291860289
"LOC100287704",-0.296327557083337,5.95185514164894,-5.47472509214365,3.57619635537832e-07,7.75444467561245e-07,5.15873391176738
"TAS2R13",0.235047667594791,4.19666913123404,5.47398369663607,3.58758364017458e-07,7.77825026286517e-07,5.15562213993506
"HLA-DMB",-0.825910728783331,8.97624042828723,-5.4739601556831,3.58794579335454e-07,7.77825026286517e-07,5.15552333785503
"GAD2",0.733141845183334,4.74405285220213,5.47113387189074,3.63168667232148e-07,7.8722298472199e-07,5.14366294377125
"ACER3",-0.745550423489584,7.1486563991383,-5.47047314994303,3.6419874533505e-07,7.89371056389316e-07,5.14089070760573
"SNTN",0.211232241660416,3.69085309461702,5.46984645001338,3.6517842873374e-07,7.91409452070555e-07,5.13826138066818
"RANBP2",-0.527599697579168,9.25064249610638,-5.46895621153616,3.66574529003541e-07,7.94349765823328e-07,5.13452664373265
"PDE1A",-0.579047000193752,5.69057969798936,-5.46845839295965,3.6735750333512e-07,7.95960975825307e-07,5.13243832821882
"DDB2",-0.612474310520835,8.66549411855319,-5.46793514585532,3.68182238948831e-07,7.97662315232316e-07,5.13024344824217
"DDX56",0.377003639852084,5.99673835437234,5.46668872872534,3.70154144075737e-07,8.01848351387851e-07,5.12501550556701
"MGAT5",0.44541606378125,9.03374229612766,5.46575615313397,3.71636300137164e-07,8.04972681441122e-07,5.12110433777285
"AJAP1",0.911353524504165,5.09136487838298,5.46531208692619,3.72344104048572e-07,8.06419256573916e-07,5.11924207189381
"LOC102723684",0.148396680494792,3.54646010538298,5.46459264136922,3.73493644801211e-07,8.08822128006742e-07,5.11622512373266
"FLRT1",0.715052023595834,5.73969349857447,5.46401679821551,3.74416241298101e-07,8.10733075648489e-07,5.1138105117961
"OASL",0.807705472966667,5.38714701443617,5.46210063549519,3.77502365171731e-07,8.17327851991101e-07,5.10577665694904
"ERCC3",0.396693065069791,7.8951762575,5.46106810348928,3.79175658551514e-07,8.2077779414896e-07,5.10144819008155
"LOC439933",0.166222163438541,3.47540552945745,5.46106719327014,3.79177136830248e-07,8.2077779414896e-07,5.1014443745492
"TDRD5",0.388712820954166,4.53414141309574,5.46039312150919,3.80273443263266e-07,8.23062617199195e-07,5.0986188353528
"CSHL1",0.68015640915729,5.23248818002128,5.4600643272147,3.80809319102439e-07,8.24134086151031e-07,5.09724067832099
"LINC02297",0.134333075336457,3.45100079488298,5.45983707523541,3.81180131646395e-07,8.24848139489568e-07,5.09628816602883
"PLOD2",0.938461354237499,7.62335079240426,5.4593525398795,3.81971941810975e-07,8.26472952569779e-07,5.09425733570087
"TXLNA",0.506461877340628,8.1520393272234,5.45924732682753,3.82144090093062e-07,8.26756798193619e-07,5.09381636923198
"CDH8",0.3402760506375,4.03728297812766,5.45835816903109,3.83601958999693e-07,8.29821901231598e-07,5.09008992881603
"ACSM5",-0.423054976232293,5.67531252815957,-5.4573604085209,3.85244384627869e-07,8.33285544415849e-07,5.08590871347764
"CSNK1G1",0.557040029886458,7.81071649848936,5.45659394859816,3.86510742534172e-07,8.35935096074496e-07,5.0826970569956
"ULK3",0.501449173848957,8.2694997778617,5.4565469557611,3.86588517486693e-07,8.36013719965063e-07,5.08250015304642
"UBL4A",0.337859403312498,8.63291270082979,5.45604862291651,3.87414221867339e-07,8.37709582167186e-07,5.0804121508121
"COL11A2",-0.420286591351042,6.64895304946809,-5.45487931616492,3.89358477584828e-07,8.41823476496475e-07,5.07551317499763
"PCDHAC1",0.300516729727082,4.94334758,5.45406646117326,3.90715677151112e-07,8.44667364175331e-07,5.07210792686427
"ADH5",-0.881277640608337,8.50517742540426,-5.45383927113617,3.91095837864612e-07,8.45398660771283e-07,5.07115621963212
"ATP6V0A1",-0.555069253773956,6.80122676779787,-5.45123698043598,3.95476233508383e-07,8.54775842889236e-07,5.0602566059607
"ABCC8",-0.378681573203125,5.16152451996809,-5.45063838660473,3.96490619309365e-07,8.56876557395965e-07,5.05774979844832
"FAM192A",-0.42578635594063,8.87453109010638,-5.450356698304,3.96968854287535e-07,8.57818242621554e-07,5.05657018626114
"APOBEC2",0.345627858979166,5.49573169419149,5.44839421571701,4.00316374190918e-07,8.64959359843197e-07,5.04835287844304
"TIMM10",0.481349894119795,8.78359945068085,5.44801526886725,4.00965944990776e-07,8.66270142126828e-07,5.04676633012068
"TBL3",0.50663219021979,7.62827340358511,5.44606086891796,4.04332511274031e-07,8.73449970570884e-07,5.03858469995897
"UNC5B-AS1",-0.60368439978125,5.66131266780851,-5.444136415115,4.07674555166907e-07,8.80575293978349e-07,5.03052993176488
"C4BPA",0.323533542078121,5.38898160969149,5.4428610010316,4.09904363869564e-07,8.8529692626853e-07,5.02519252845436
"C1orf115",-0.628047645050002,8.28261078946809,-5.44274435051566,4.10108899709763e-07,8.85643903578231e-07,5.02470439741329
"PTGES2",0.35635517189583,7.95650173844681,5.44229726156017,4.10893755317223e-07,8.87243892539585e-07,5.02283357770584
"NUDT11",1.10245461918542,6.57012344767021,5.4420076124376,4.11403013981116e-07,8.88248505689009e-07,5.02162159944147
